iter	Logloss
269	0.3378130114
270	0.3373278259
271	0.3366625775
272	0.3362158552
273	0.3357939776
274	0.3353215605
275	0.3348797955
276	0.3343298027
277	0.3338625749
278	0.3335400836
279	0.3331434359
280	0.3326356807
281	0.3320732263
282	0.3315084724
283	0.3309948285
284	0.3305182486
285	0.3299558736
286	0.3295374829
287	0.3289542171
288	0.3285471642
289	0.328040209
290	0.3277061742
291	0.3272645055
292	0.3269591622
293	0.3264850899
294	0.3260029867
295	0.3255211187
296	0.3249721462
297	0.3245591351
298	0.3241809762
299	0.3235280497
300	0.3230776306
301	0.3226235496
302	0.3221292789
303	0.3218386182
304	0.3214299569
305	0.3209584077
306	0.3205079678
307	0.3200074508
308	0.3195066282
309	0.3189599904
310	0.3183993443
311	0.317943506
312	0.3174884423
313	0.3171593067
314	0.3167309253
315	0.31629323
316	0.3159359419
317	0.3155397715
318	0.3152255137
319	0.3149127721
320	0.3142784054
321	0.3137963431
322	0.3133375065
323	0.3127709044
324	0.3124484633
325	0.3121347604
326	0.3116942366
327	0.3111869158
328	0.3108153541
329	0.310502957
330	0.3100103844
331	0.3095143493
332	0.3089346078
333	0.3086036826
334	0.3082446707
335	0.3077436671
336	0.3074092229
337	0.3069071253
338	0.3065258915
339	0.3060891007
340	0.3058265532
341	0.3054429913
342	0.3051661551
343	0.3048172258
344	0.3044415903
345	0.3039203243
346	0.303436899
347	0.302958892
348	0.3025266528
349	0.3020628363
350	0.3016827845
351	0.3013623897
352	0.3009170458
353	0.3004258708
354	0.300121209
355	0.2997208999
356	0.2993707258
357	0.2989664014
358	0.2986852204
359	0.2982875116
360	0.2977929887
361	0.2973116061
362	0.2969047034
363	0.2964792217
364	0.2960295619
365	0.2956952163
366	0.2953589129
367	0.2950150829
368	0.2946967688
369	0.2942819613
370	0.2937980614
371	0.293605766
372	0.2931983587
373	0.2927545013
374	0.292499154
375	0.2920440422
376	0.2917116394
377	0.2912548893
378	0.2907530456
379	0.2902213171
380	0.2898171809
381	0.2894710893
382	0.2891732124
383	0.2889629463
384	0.2885691528
385	0.2882080761
386	0.287846202
387	0.2873226243
388	0.2870687806
389	0.2867995911
390	0.2864142713
391	0.286101456
392	0.2857145941
393	0.2852357086
394	0.284773154
395	0.2844102815
396	0.2840217991
397	0.2837674941
398	0.28350186
399	0.2829371189
400	0.2826932559
401	0.2823619199
402	0.2819572378
403	0.2815655814
404	0.281239695
405	0.280866594
406	0.2803545506
407	0.2799745741
408	0.2795944451
409	0.2790226371
410	0.278510943
411	0.2783137776
412	0.2780079772
413	0.2776239805
414	0.2770543881
415	0.2766476761
416	0.2762707385
417	0.2760374399
418	0.2755255393
419	0.2752064713
420	0.2746983667
421	0.2743752262
422	0.2740090175
423	0.2735340203
424	0.2732185408
425	0.2729427367
426	0.2726830357
427	0.272261507
428	0.2718759485
429	0.2716563539
430	0.2712711294
431	0.2707152831
432	0.2703412226
433	0.2700187491
434	0.2697495145
435	0.2694031501
436	0.2691086409
437	0.2687614841
438	0.2684064441
439	0.2680010734
440	0.2674729608
441	0.2669789989
442	0.266720257
443	0.2662842634
444	0.2660512988
445	0.2658934584
446	0.265710039
447	0.2653976622
448	0.2650689349
449	0.2646388595
450	0.2642019251
451	0.2638204787
452	0.2635272714
453	0.2631378174
454	0.2628037869
455	0.2624183437
456	0.2620660817
457	0.2617930164
458	0.2613765123
459	0.2610935155
460	0.2607789459
461	0.2602838416
462	0.2598424323
463	0.259570655
464	0.2592361503
465	0.2587748088
466	0.2585042866
467	0.2580301136
468	0.2576282926
469	0.2574237772
470	0.2571945243
471	0.2567301525
472	0.2563088235
473	0.256068591
474	0.2556859891
475	0.2553401195
476	0.2550491004
477	0.2546502797
478	0.2541768416
479	0.253808706
480	0.2535183842
481	0.2531217062
482	0.2528161469
483	0.2523901194
484	0.2520191081
485	0.2517173296
486	0.2514237158
487	0.2511067328
488	0.2508681551
489	0.2506637474
490	0.2504519142
491	0.2500523055
492	0.2496501212
493	0.2492599141
494	0.2489163756
495	0.248504913
496	0.2482309899
497	0.2478572247
498	0.2474601763
499	0.2469931641
500	0.2467442819
501	0.2464897714
502	0.246068132
503	0.2457516145
504	0.2453096751
505	0.2448253954
506	0.2444361563
507	0.2442250448
508	0.2440168985
509	0.2435849898
510	0.243307932
511	0.243000413
512	0.2426861945
513	0.2423347902
514	0.2418787453
515	0.2416141717
516	0.2413008386
517	0.2410747319
518	0.2406579262
519	0.240294599
520	0.2399884775
521	0.23969811
522	0.2395734287
523	0.2391775435
524	0.2389046559
525	0.2385647019
526	0.238330492
527	0.238064222
528	0.2376652485
529	0.2372865233
530	0.2369581691
531	0.236628402
532	0.2363244517
533	0.2360391301
534	0.2357279372
535	0.2355196912
536	0.2351102719
537	0.234735717
538	0.234431236
539	0.2342109425
540	0.2338351019
541	0.2334222259
542	0.2330949916
543	0.2328967046
544	0.2325684542
545	0.2322413139
546	0.2319287146
547	0.231503508
548	0.2310887196
549	0.2306703567
550	0.2303941876
551	0.2300479227
552	0.2296338459
553	0.2294252491
554	0.2290802345
555	0.2287363401
556	0.2283773856
557	0.228049212
558	0.2276487872
559	0.2273754607
560	0.2269970687
561	0.2267861192
562	0.2265216492
563	0.2261180958
564	0.2258734579
565	0.2255822858
566	0.2251418574
567	0.224943226
568	0.2246743396
569	0.2242938971
570	0.2239553057
571	0.2236452781
572	0.2231993985
573	0.2229506727
574	0.2226933995
575	0.2224343914
576	0.2220002266
577	0.2216572737
578	0.2213541277
579	0.2210844534
580	0.2207462194
581	0.2204480746
582	0.2201741257
583	0.2198110487
584	0.2195812986
585	0.2191929721
586	0.2189245694
587	0.2187608792
588	0.2183607439
589	0.2179989719
590	0.2176094956
591	0.2172434285
592	0.2170026228
593	0.2166502885
594	0.2162992337
595	0.2159510826
596	0.2155688135
597	0.2151600275
598	0.2147436101
599	0.2142550067
600	0.2139639803
601	0.2135823334
602	0.2131971486
603	0.2127734728
604	0.2124550671
605	0.2120641542
606	0.2116286495
607	0.2111732565
608	0.2108024994
609	0.2103988583
610	0.2101034167
611	0.2097982203
612	0.2095065032
613	0.2090552703
614	0.208795282
615	0.208500313
616	0.2082304755
617	0.2078524548
618	0.207554606
619	0.2073637123
620	0.2070078265
621	0.2067256228
622	0.2064015861
623	0.2061891709
624	0.2058230299
625	0.2053989432
626	0.2050197077
627	0.2046270299
628	0.2042645428
629	0.2039559637
630	0.2036375062
631	0.2032044446
632	0.2029588414
633	0.2025813157
634	0.2022149882
635	0.2019009617
636	0.2017224321
637	0.2014065452
638	0.2011643965
639	0.2009526313
640	0.2007175792
641	0.2005105105
642	0.200168604
643	0.1998996559
644	0.1995850994
645	0.1992691298
646	0.1989972646
647	0.1987106062
648	0.1984265925
649	0.1980468557
650	0.1977511874
651	0.1974912641
652	0.1971329596
653	0.1967028225
654	0.1963204467
655	0.1960354756
656	0.1956251672
657	0.1951716021
658	0.1948957552
659	0.1945761662
660	0.1941968877
661	0.193827488
662	0.1934393506
663	0.1930011084
664	0.1926618319
665	0.1924235023
666	0.1921018623
667	0.1919202879
668	0.1916659788
669	0.1913702473
670	0.1911428941
671	0.1908171429
672	0.1904591462
673	0.1901198625
674	0.1897969138
675	0.1894376029
676	0.1892062213
677	0.188907817
678	0.1885817456
679	0.1884110722
680	0.188044461
681	0.1877498916
682	0.1874890722
683	0.1871166273
684	0.186724436
685	0.1862755147
686	0.1859880339
687	0.1855934645
688	0.1852278912
689	0.1848787235
690	0.1846583224
691	0.1844090525
692	0.184187403
693	0.18395186
694	0.1836939975
695	0.1833672615
696	0.1830593265
697	0.1828067315
698	0.1825359357
699	0.182275181
700	0.1819382105
701	0.1817251427
702	0.1814516585
703	0.1811614639
704	0.180857831
705	0.1804547765
706	0.1800445902
707	0.1796902428
708	0.1794648417
709	0.1792060025
710	0.178841391
711	0.1784776139
712	0.178227075
713	0.1779055926
714	0.1775557158
715	0.1772524547
716	0.1770225296
717	0.1767205279
718	0.1763960461
719	0.1760125755
720	0.1757093924
721	0.1754727533
722	0.1752987279
723	0.1750589067
724	0.1748026684
725	0.1745303566
726	0.1742119017
727	0.1738886285
728	0.1736275543
729	0.1734168462
730	0.1732133269
731	0.1730053657
732	0.1727530484
733	0.1724972696
734	0.1723286084
735	0.1720690915
736	0.1718076518
737	0.1715407062
738	0.1713113766
739	0.1710370459
740	0.1706773809
741	0.1703444982
742	0.1701471655
743	0.1698890665
744	0.1696455894
745	0.1692795253
746	0.1690867359
747	0.1687420834
748	0.1683587662
749	0.1680570354
750	0.1678270688
751	0.1675314059
752	0.1671865259
753	0.1668107642
754	0.1665738315
755	0.1663518614
756	0.1660214744
757	0.1657330883
758	0.165460528
759	0.1651800885
760	0.1648544199
761	0.1646448469
762	0.1644537144
763	0.1641171657
764	0.1639161923
765	0.1637658691
766	0.1635632202
767	0.1632993309
768	0.1630084906
769	0.1627118373
770	0.1624508672
771	0.1621400033
772	0.1618231354
773	0.1614442978
774	0.1612396152
775	0.1610059887
776	0.1606583035
777	0.1603803931
778	0.1601185033
779	0.159794551
780	0.1595242129
781	0.1591795482
782	0.1589425809
783	0.1586639691
784	0.1584898591
785	0.1581307093
786	0.1578288005
787	0.1574574148
788	0.1571621919
789	0.1569348653
790	0.1566237758
791	0.1563251569
792	0.1560534154
793	0.1558641566
794	0.1556653412
795	0.1554033304
796	0.155137333
797	0.154911076
798	0.1545706685
799	0.1542293732
800	0.1539133407
801	0.1536782195
802	0.1534865508
803	0.1532696519
804	0.1530718128
805	0.1529109639
806	0.152689558
807	0.1524630229
808	0.1523159117
809	0.1520161974
810	0.1516897118
811	0.151381314
812	0.1511789823
813	0.1509781395
814	0.15079085
815	0.1505728352
816	0.1503624664
817	0.1500733686
818	0.1497661016
819	0.1495666539
820	0.1493766282
821	0.1492425359
822	0.1490156355
823	0.1488178711
824	0.1485525324
825	0.1482475631
826	0.1480415309
827	0.1477538799
828	0.1476165939
829	0.1473798684
830	0.1471579221
831	0.146860542
832	0.1466905627
833	0.1464654204
834	0.1461356458
835	0.1459228351
836	0.1456245672
837	0.1454622518
838	0.1452302398
839	0.1450571457
840	0.1448802711
841	0.1446069318
842	0.1443452311
843	0.1440930986
844	0.1438111704
845	0.1436055953
846	0.1434161649
847	0.1431853786
848	0.1430234004
849	0.1427467604
850	0.1424435086
851	0.1422003506
852	0.1419191184
853	0.1416516801
854	0.1414155591
855	0.1413036771
856	0.1409937482
857	0.1407267218
858	0.1404970801
859	0.1402795779
860	0.1400262875
861	0.1397515481
862	0.1395376584
863	0.1392418907
864	0.1390244094
865	0.1387937851
866	0.1385634378
867	0.1384091196
868	0.1382233822
869	0.1379219498
870	0.1376605652
871	0.1374104827
872	0.1371434305
873	0.1368591284
874	0.1366003053
875	0.1363961456
876	0.1362592048
877	0.1360314894
878	0.1358924667
879	0.1355843747
880	0.1353319651
881	0.1351114925
882	0.1348603905
883	0.1347328445
884	0.1345377015
885	0.134360409
886	0.1340668403
887	0.1338275391
888	0.1335819642
889	0.1333600848
890	0.1331150309
891	0.1328961363
892	0.1327406954
893	0.1325091421
894	0.1323641968
895	0.1321592261
896	0.1319780828
897	0.1317776295
898	0.1315381045
899	0.1313984451
900	0.1312177387
901	0.1310377806
902	0.1307983737
903	0.1306545863
904	0.1303728123
905	0.1301982275
906	0.1300478934
907	0.1298103142
908	0.1296261954
909	0.1294129233
910	0.1291510001
911	0.1289204407
912	0.1286892071
913	0.128457336
914	0.1282724032
915	0.128049675
916	0.127777057
917	0.1275681922
918	0.127376242
919	0.1272416748
920	0.1270389151
921	0.1268072502
922	0.126585254
923	0.1263601035
924	0.1261044562
925	0.1259185425
926	0.1257016881
927	0.1255551881
928	0.1253938296
929	0.1251629319
930	0.1249723818
931	0.124768431
932	0.1246899529
933	0.1244238621
934	0.1241807456
935	0.1240341854
936	0.1238977699
937	0.1237217614
938	0.1235775627
939	0.1233549247
940	0.1232265409
941	0.1231008719
942	0.1229533885
943	0.1227808073
944	0.1225636272
945	0.1223983034
946	0.1222122796
947	0.1220476199
948	0.1218815188
949	0.1217696505
950	0.1215998741
951	0.1214408944
952	0.1211604114
953	0.1209996197
954	0.1207549613
955	0.1205778202
956	0.1203876919
957	0.1201787181
958	0.1199368207
959	0.1196894092
960	0.1196423391
961	0.1194619065
962	0.11922472
963	0.1190401633
964	0.1188179677
965	0.1185787148
966	0.1184089947
967	0.1182438509
968	0.1180527723
969	0.1178848487
970	0.1177364062
971	0.1175265167
972	0.1173944655
973	0.1172318705
974	0.1170205757
975	0.1168259487
976	0.1166682332
977	0.1164959915
978	0.1162560915
979	0.1160037055
980	0.1158667098
981	0.1157443509
982	0.1155366851
983	0.1152911152
984	0.115200653
985	0.1150501588
986	0.114954212
987	0.1148260024
988	0.1146186722
989	0.1143947615
990	0.1142089272
991	0.113992936
992	0.113794754
993	0.1136095685
994	0.113470718
995	0.1132997535
996	0.113149096
997	0.1129729354
998	0.1128432765
999	0.1127221575
