Unnamed: 0,GAME_DATE,WL,MIN_BIAS,MIN_MOM,MIN_AVG,MIN_MAX,FGM_BIAS,FGM_MOM,FGM_AVG,FGM_MAX,FGA_BIAS,FGA_MOM,FGA_AVG,FGA_MAX,FG_PCT_BIAS,FG_PCT_MOM,FG_PCT_AVG,FG_PCT_MAX,FG3M_BIAS,FG3M_MOM,FG3M_AVG,FG3M_MAX,FG3A_BIAS,FG3A_MOM,FG3A_AVG,FG3A_MAX,FG3_PCT_BIAS,FG3_PCT_MOM,FG3_PCT_AVG,FG3_PCT_MAX,FTM_BIAS,FTM_MOM,FTM_AVG,FTM_MAX,FTA_BIAS,FTA_MOM,FTA_AVG,FTA_MAX,FT_PCT_BIAS,FT_PCT_MOM,FT_PCT_AVG,FT_PCT_MAX,OREB_BIAS,OREB_MOM,OREB_AVG,OREB_MAX,DREB_BIAS,DREB_MOM,DREB_AVG,DREB_MAX,REB_BIAS,REB_MOM,REB_AVG,REB_MAX,AST_BIAS,AST_MOM,AST_AVG,AST_MAX,STL_BIAS,STL_MOM,STL_AVG,STL_MAX,BLK_BIAS,BLK_MOM,BLK_AVG,BLK_MAX,TOV_BIAS,TOV_MOM,TOV_AVG,TOV_MAX,PF_BIAS,PF_MOM,PF_AVG,PF_MAX,PTS_BIAS,PTS_MOM,PTS_AVG,PTS_MAX,PLUS_MINUS_BIAS,PLUS_MINUS_MOM,PLUS_MINUS_AVG,PLUS_MINUS_MAX,GAME_DATE_OPP,WL_OPP,MIN_BIAS_OPP,MIN_MOM_OPP,MIN_AVG_OPP,MIN_MAX_OPP,FGM_BIAS_OPP,FGM_MOM_OPP,FGM_AVG_OPP,FGM_MAX_OPP,FGA_BIAS_OPP,FGA_MOM_OPP,FGA_AVG_OPP,FGA_MAX_OPP,FG_PCT_BIAS_OPP,FG_PCT_MOM_OPP,FG_PCT_AVG_OPP,FG_PCT_MAX_OPP,FG3M_BIAS_OPP,FG3M_MOM_OPP,FG3M_AVG_OPP,FG3M_MAX_OPP,FG3A_BIAS_OPP,FG3A_MOM_OPP,FG3A_AVG_OPP,FG3A_MAX_OPP,FG3_PCT_BIAS_OPP,FG3_PCT_MOM_OPP,FG3_PCT_AVG_OPP,FG3_PCT_MAX_OPP,FTM_BIAS_OPP,FTM_MOM_OPP,FTM_AVG_OPP,FTM_MAX_OPP,FTA_BIAS_OPP,FTA_MOM_OPP,FTA_AVG_OPP,FTA_MAX_OPP,FT_PCT_BIAS_OPP,FT_PCT_MOM_OPP,FT_PCT_AVG_OPP,FT_PCT_MAX_OPP,OREB_BIAS_OPP,OREB_MOM_OPP,OREB_AVG_OPP,OREB_MAX_OPP,DREB_BIAS_OPP,DREB_MOM_OPP,DREB_AVG_OPP,DREB_MAX_OPP,REB_BIAS_OPP,REB_MOM_OPP,REB_AVG_OPP,REB_MAX_OPP,AST_BIAS_OPP,AST_MOM_OPP,AST_AVG_OPP,AST_MAX_OPP,STL_BIAS_OPP,STL_MOM_OPP,STL_AVG_OPP,STL_MAX_OPP,BLK_BIAS_OPP,BLK_MOM_OPP,BLK_AVG_OPP,BLK_MAX_OPP,TOV_BIAS_OPP,TOV_MOM_OPP,TOV_AVG_OPP,TOV_MAX_OPP,PF_BIAS_OPP,PF_MOM_OPP,PF_AVG_OPP,PF_MAX_OPP,PTS_BIAS_OPP,PTS_MOM_OPP,PTS_AVG_OPP,PTS_MAX_OPP,PLUS_MINUS_BIAS_OPP,PLUS_MINUS_MOM_OPP,PLUS_MINUS_AVG_OPP,PLUS_MINUS_MAX_OPP
0,2024-11-12,L,242.48484848484864,0.2972027972027893,244.9090909090909,266.0,45.01515151515152,-0.6433566433566429,41.09090909090909,48.0,96.16666666666674,-0.9615384615384654,91.27272727272728,109.0,0.4687121212121214,-0.002083916083916,0.4504545454545454,0.505,22.00000000000001,-0.5384615384615389,18.545454545454547,29.0,52.04545454545456,-0.1993006993006985,51.27272727272727,61.0,0.4171818181818184,-0.0081818181818181,0.3607272727272727,0.475,17.848484848484865,0.2797202797202788,19.454545454545453,29.0,21.90909090909092,0.2832167832167825,23.454545454545453,35.0,0.8239545454545459,-3.146853146855636e-05,0.8245454545454546,0.893,12.939393939393948,-0.4650349650349654,10.272727272727272,18.0,31.318181818181824,0.2202797202797211,33.18181818181818,39.0,44.25757575757577,-0.2447552447552441,43.45454545454545,51.0,23.545454545454543,0.1083916083916096,23.90909090909091,33.0,8.378787878787882,-0.083916083916084,7.909090909090909,15.0,4.0909090909090935,0.1013986013986013,4.727272727272728,9.0,7.95454545454546,0.660839160839161,11.545454545454543,15.0,17.772727272727277,-0.2727272727272726,16.363636363636363,19.0,129.8787878787879,-1.5454545454545434,120.1818181818182,132.0,18.56060606060607,-1.3811188811188817,10.545454545454543,30.0,2024-11-12,W,240.33333333333331,-0.0384615384615335,240.0909090909091,241.0,37.39393939393941,0.7342657342657339,41.45454545454545,50.0,81.1666666666667,1.384615384615384,89.36363636363636,100.0,0.4636515151515155,0.0007202797202797,0.465,0.568,12.893939393939402,-0.0734265734265736,12.636363636363637,19.0,36.803030303030326,-0.1748251748251759,36.0,50.0,0.3469848484848486,-0.000548951048951,0.3461818181818181,0.417,30.348484848484865,-1.681818181818183,20.545454545454547,33.0,38.242424242424256,-1.9860139860139867,26.454545454545453,46.0,0.8354848484848487,-0.0104335664335664,0.7885454545454545,0.917,8.712121212121216,0.4545454545454546,11.0,17.0,33.818181818181834,-0.4335664335664333,31.545454545454547,35.0,42.53030303030303,0.0209790209790217,42.54545454545455,49.0,24.378787878787893,0.6468531468531469,28.0,32.0,9.424242424242426,0.1783216783216787,10.090909090909092,12.0,7.454545454545458,-0.3776223776223776,5.2727272727272725,9.0,15.969696969696978,-0.1363636363636366,15.0,19.0,23.924242424242443,-0.6678321678321684,19.818181818181817,28.0,118.03030303030307,-0.2867132867132881,116.0909090909091,126.0,-4.590909090909095,-0.0629370629370627,-5.545454545454546,15.0
1,2024-11-12,W,235.63636363636368,1.017482517482521,240.1818181818182,241.0,37.39393939393942,0.4265734265734258,39.90909090909091,46.0,83.56060606060613,0.4265734265734248,85.81818181818181,96.0,0.449878787878788,0.0024545454545454,0.4657272727272727,0.512,12.33333333333334,-0.0769230769230768,11.727272727272728,15.0,35.31818181818184,-0.0874125874125881,34.63636363636363,39.0,0.3482727272727275,-0.0012727272727272,0.338090909090909,0.417,15.681818181818189,0.0874125874125877,15.545454545454543,24.0,18.81818181818183,0.3356643356643352,20.363636363636363,31.0,0.8145303030303035,-0.0085944055944056,0.7497272727272727,0.857,10.636363636363642,0.0944055944055942,10.909090909090908,19.0,30.848484848484865,0.7027972027972017,34.90909090909091,40.0,41.4848484848485,0.7972027972027971,45.81818181818182,55.0,20.65151515151516,0.6048951048951052,23.90909090909091,34.0,4.515151515151519,0.0874125874125872,5.181818181818182,7.0,5.015151515151519,0.0874125874125872,5.727272727272728,9.0,15.681818181818189,0.1258741258741259,16.272727272727273,22.0,21.681818181818187,-0.143356643356643,20.90909090909091,25.0,102.80303030303038,0.8636363636363582,107.0909090909091,122.0,-9.257575757575763,1.090909090909091,-2.5454545454545454,14.0,2024-11-12,L,235.7333333333333,1.284848484848509,240.22222222222223,242.0,34.86666666666665,0.8242424242424284,38.55555555555556,46.0,83.66666666666664,0.933333333333341,87.44444444444444,102.0,0.4183333333333332,0.0045212121212121,0.4407777777777777,0.489,13.26666666666666,0.2787878787878808,14.555555555555555,20.0,36.79999999999999,0.2363636363636393,37.333333333333336,47.0,0.3648666666666665,0.0042424242424242,0.3893333333333333,0.465,21.53333333333333,-0.8969696969696962,17.333333333333332,22.0,29.866666666666664,-1.3757575757575746,23.33333333333333,30.0,0.7140666666666667,0.006769696969697,0.7493333333333333,0.95,11.533333333333331,-0.1333333333333324,10.666666666666666,21.0,33.26666666666666,-0.1939393939393907,32.333333333333336,44.0,44.79999999999999,-0.3272727272727227,43.0,65.0,26.93333333333332,-0.2787878787878752,25.444444444444443,33.0,5.599999999999999,0.7818181818181827,9.444444444444445,14.0,5.533333333333335,-0.1878787878787877,4.666666666666667,9.0,9.866666666666664,0.3696969696969708,12.11111111111111,22.0,16.133333333333333,0.3212121212121225,17.444444444444443,20.0,104.53333333333327,1.030303030303044,109.0,122.0,-0.8666666666666736,-0.0242424242424232,-0.8888888888888888,20.0
2,2024-11-12,W,239.1969696969699,0.0979020979020881,239.72727272727272,241.0,36.69696969696971,0.2902097902097908,38.18181818181818,45.0,84.9545454545455,0.3146853146853154,86.45454545454545,96.0,0.4364090909090911,0.0013216783216783,0.4434545454545455,0.523,15.348484848484857,-0.5279720279720282,11.818181818181818,18.0,41.81818181818184,-0.395104895104896,38.81818181818182,49.0,0.3806060606060609,-0.0120034965034965,0.3032727272727272,0.5,20.939393939393955,-0.2342657342657351,19.818181818181817,28.0,29.66666666666669,-0.6923076923076935,25.727272727272727,38.0,0.7062424242424248,0.0109755244755244,0.7765454545454545,0.9,10.772727272727275,-0.0804195804195803,10.454545454545457,18.0,35.27272727272728,-0.3881118881118876,32.54545454545455,39.0,46.04545454545456,-0.4685314685314678,43.0,57.0,25.500000000000007,-0.1153846153846152,24.727272727272727,28.0,8.848484848484853,0.0104895104895103,8.636363636363637,12.0,6.742424242424245,-0.1013986013986013,6.0,8.0,14.469696969696974,-0.0979020979020979,14.090909090909092,19.0,20.727272727272734,-0.1503496503496503,19.63636363636364,25.0,109.68181818181824,-0.1818181818181835,108.0,121.0,-4.242424242424253,1.216783216783218,1.7272727272727273,27.0,2024-11-12,L,237.4727272727274,0.8454545454545394,242.7,265.0,41.763636363636365,-0.4909090909090912,39.3,49.0,91.2,-0.1545454545454555,90.9,96.0,0.4584727272727275,-0.0047454545454545,0.4325,0.521,18.290909090909093,-0.4272727272727277,16.0,21.0,43.49090909090909,0.2363636363636368,45.6,54.0,0.4142545454545455,-0.0106181818181818,0.3514,0.444,19.45454545454546,-0.8636363636363642,14.9,25.0,25.290909090909103,-1.1545454545454563,18.8,31.0,0.7492545454545456,0.001790909090909,0.7788999999999999,1.0,17.50909090909092,-0.8727272727272738,12.7,22.0,29.109090909090927,0.799999999999999,33.3,43.0,46.618181818181824,-0.0727272727272724,46.0,56.0,22.27272727272728,-1.3659027874843102e-16,22.3,31.0,6.600000000000004,0.1272727272727269,7.4,10.0,6.836363636363638,-0.3363636363636364,5.0,10.0,14.472727272727274,0.2090909090909092,15.1,19.0,26.527272727272734,-0.7545454545454556,22.4,28.0,121.27272727272732,-2.2727272727272774,109.5,138.0,-1.2909090909090897,-0.6181818181818186,-3.0,20.0
3,2024-11-12,L,242.79999999999995,0.3818181818182069,245.44444444444449,265.0,37.33333333333333,-0.0606060606060577,37.66666666666666,42.0,89.9333333333333,-0.6606060606060528,86.66666666666667,98.0,0.4135333333333332,0.003030303030303,0.4365555555555556,0.548,9.733333333333327,0.3757575757575767,11.555555555555555,20.0,32.999999999999986,0.6545454545454584,36.0,51.0,0.2895999999999999,0.0044363636363636,0.3118888888888889,0.413,26.19999999999999,-1.0545454545454522,20.11111111111111,40.0,36.4,-1.727272727272725,27.22222222222222,53.0,0.7094666666666661,0.0091515151515152,0.7377777777777778,0.889,15.000000000000004,-0.6909090909090905,11.444444444444445,20.0,26.399999999999995,0.3454545454545478,28.0,34.0,41.399999999999984,-0.3454545454545408,39.44444444444444,54.0,16.799999999999997,0.7272727272727285,21.0,28.0,7.733333333333332,0.1575757575757587,8.444444444444445,11.0,3.6666666666666665,0.0060606060606064,3.4444444444444446,5.0,13.8,-0.0181818181818171,13.77777777777778,20.0,29.0,-1.145454545454544,23.0,32.0,110.6,-0.7999999999999896,107.0,118.0,-9.2,0.2181818181818176,-7.555555555555555,4.0,2024-11-12,W,240.13333333333327,-0.0060606060605869,240.11111111111111,241.0,41.93333333333333,0.1393939393939433,42.55555555555556,52.0,83.99999999999996,0.5454545454545568,86.77777777777777,101.0,0.5012666666666666,-0.0017393939393939,0.4914444444444444,0.554,13.866666666666664,-0.1393939393939385,13.555555555555555,22.0,30.799999999999983,0.5818181818181866,34.333333333333336,47.0,0.4441999999999998,-0.0118363636363636,0.389,0.474,15.266666666666662,0.0606060606060623,15.77777777777778,23.0,19.733333333333324,-0.1333333333333309,19.444444444444443,29.0,0.7521999999999995,0.0109272727272728,0.7988888888888889,0.9,9.399999999999997,0.0727272727272738,10.0,14.0,29.19999999999999,0.5636363636363674,31.55555555555556,35.0,38.59999999999999,0.6363636363636411,41.55555555555556,48.0,20.06666666666667,1.0787878787878804,25.444444444444443,35.0,5.999999999999999,0.1818181818181824,6.888888888888889,16.0,3.1999999999999984,0.0909090909090912,3.555555555555556,5.0,10.799999999999995,0.145454545454546,11.22222222222222,16.0,15.66666666666666,0.2787878787878807,17.444444444444443,21.0,112.99999999999994,0.2000000000000118,114.44444444444444,128.0,0.1333333333333272,0.7212121212121225,3.2222222222222223,30.0
4,2024-11-12,W,240.20000000000005,-0.0636363636363598,239.8,242.0,41.78181818181819,-0.2818181818181808,40.3,46.0,83.29090909090908,0.390909090909093,84.8,96.0,0.5005818181818182,-0.0052636363636363,0.4755,0.538,12.2,0.1181818181818176,12.6,18.0,34.27272727272728,0.4999999999999995,35.4,42.0,0.3486545454545456,-1.8181818181832036e-05,0.3548,0.486,22.727272727272737,-1.0454545454545463,17.4,26.0,30.69090909090909,-1.2818181818181824,24.1,31.0,0.7333090909090908,-0.0057636363636363,0.7102999999999999,0.867,7.41818181818182,0.2181818181818182,8.4,11.0,37.29090909090912,-0.3818181818181834,35.0,42.0,44.70909090909094,-0.1636363636363648,43.4,49.0,22.74545454545455,-0.1545454545454548,21.5,27.0,3.763636363636364,0.6000000000000003,6.5,13.0,4.163636363636366,0.1999999999999999,5.0,9.0,14.854545454545452,-0.2181818181818179,13.3,18.0,21.272727272727277,-0.2727272727272724,19.8,27.0,118.49090909090908,-1.490909090909088,110.6,124.0,-7.563636363636365,0.7000000000000002,-5.1,23.0,2024-11-12,L,246.909090909091,-0.4090909090909078,244.63636363636363,266.0,44.742424242424256,-0.3706293706293707,43.45454545454545,52.0,92.15151515151516,0.0279720279720311,92.9090909090909,109.0,0.486318181818182,-0.0043951048951048,0.4676363636363636,0.571,9.924242424242427,0.1013986013986015,10.727272727272728,17.0,30.15151515151516,0.2587412587412591,32.45454545454545,39.0,0.3227121212121212,0.0013006993006993,0.3285454545454545,0.459,23.590909090909097,-0.9370629370629368,17.636363636363637,39.0,30.227272727272744,-1.0734265734265744,23.545454545454547,46.0,0.7648181818181822,-0.0027027972027972,0.7424545454545455,0.864,15.363636363636372,-0.2482517482517486,13.454545454545457,18.0,30.71212121212122,0.0314685314685318,30.363636363636363,36.0,46.0757575757576,-0.2167832167832167,43.81818181818182,54.0,31.030303030303045,-0.3251748251748255,29.727272727272727,38.0,9.25757575757576,-0.1293706293706294,8.181818181818182,13.0,8.060606060606064,-0.4580419580419581,5.0,13.0,19.393939393939405,-0.4965034965034968,15.727272727272728,26.0,30.16666666666668,-0.8846153846153855,25.63636363636364,34.0,123.00000000000009,-1.5769230769230789,115.27272727272728,133.0,-6.636363636363631,-0.2097902097902106,-7.454545454545454,8.0
5,2024-11-12,L,241.46666666666667,-0.2666666666666502,240.22222222222223,242.0,31.866666666666653,0.8606060606060645,35.666666666666664,48.0,88.59999999999997,-0.5272727272727188,85.0,92.0,0.3622666666666665,0.0118606060606061,0.4206666666666667,0.539,8.8,0.6000000000000006,11.77777777777778,17.0,35.66666666666664,0.2969696969697021,37.22222222222222,48.0,0.2628,0.0115454545454545,0.3186666666666666,0.444,26.866666666666664,-1.1757575757575744,21.88888888888889,34.0,34.133333333333326,-1.55151515151515,27.444444444444443,45.0,0.7997999999999995,0.0020181818181818,0.8145555555555555,0.944,15.066666666666665,-0.5757575757575751,11.88888888888889,15.0,34.53333333333333,-0.2606060606060584,33.77777777777778,38.0,49.6,-0.8363636363636333,45.66666666666666,53.0,18.666666666666668,1.042424242424244,23.55555555555556,35.0,6.533333333333333,0.0848484848484852,7.0,13.0,7.2666666666666675,-0.321212121212121,5.777777777777778,9.0,19.06666666666666,-0.3030303030303011,18.22222222222222,26.0,17.666666666666664,0.1151515151515166,18.444444444444443,24.0,99.39999999999998,1.1454545454545548,105.0,135.0,-21.13333333333332,1.4242424242424216,-13.88888888888889,9.0,2024-11-12,W,245.09090909090912,-0.1363636363636328,244.7,264.0,37.47272727272729,0.5272727272727268,40.4,44.0,78.0545454545455,1.3090909090909049,85.9,105.0,0.4794727272727272,-0.0007,0.4728,0.512,14.054545454545458,0.2636363636363634,15.4,18.0,35.981818181818205,0.836363636363635,41.2,57.0,0.3876909090909091,-0.0004636363636363,0.3772,0.462,24.47272727272728,-1.0181818181818194,18.6,28.0,30.50909090909092,-1.190909090909092,23.5,37.0,0.8306363636363637,-0.0069545454545454,0.7950999999999999,0.9,5.436363636363635,0.5181818181818184,8.4,13.0,37.20000000000001,-0.2454545454545467,36.1,50.0,42.63636363636368,0.2727272727272703,44.5,63.0,28.400000000000013,-0.2636363636363641,27.4,35.0,8.309090909090916,-0.172727272727273,7.4,12.0,6.545454545454549,-0.0909090909090912,5.5,11.0,17.363636363636374,-0.7727272727272739,13.2,22.0,23.545454545454543,-0.9545454545454544,18.5,26.0,113.4727272727273,0.2999999999999959,114.8,125.0,3.836363636363639,-0.2000000000000002,2.1,12.0
6,2024-11-12,W,243.00000000000009,-0.0454545454545471,242.9,264.0,45.2,-0.1545454545454543,44.2,51.0,94.45454545454542,-0.3181818181818171,92.4,106.0,0.4779272727272728,0.0001636363636363,0.4789,0.516,18.490909090909096,-0.4000000000000003,16.3,21.0,46.23636363636365,-0.8272727272727278,41.3,50.0,0.3996727272727273,-0.0016727272727272,0.3944999999999999,0.488,15.127272727272729,0.2363636363636362,16.6,32.0,19.345454545454547,0.6545454545454543,22.9,50.0,0.8015636363636367,-0.0121090909090909,0.7424999999999999,0.846,14.38181818181818,-0.0636363636363636,13.6,19.0,37.25454545454547,-0.4818181818181828,34.6,42.0,51.63636363636365,-0.5454545454545457,48.2,60.0,31.890909090909098,-0.300000000000001,30.2,38.0,11.763636363636367,-0.3090909090909093,9.6,15.0,6.636363636363639,-0.1363636363636365,5.7,9.0,14.927272727272726,-0.290909090909091,13.3,21.0,24.40000000000001,-0.3545454545454554,22.7,27.0,124.01818181818186,-0.4727272727272763,121.3,140.0,29.854545454545462,-3.127272727272729,11.9,41.0,2024-11-12,L,239.1454545454546,0.0818181818181747,239.6,241.0,39.90909090909091,0.500000000000001,42.8,48.0,97.70909090909092,-1.2999999999999994,90.5,102.0,0.4062,0.0121636363636363,0.4747,0.533,15.545454545454549,-0.5000000000000004,12.7,19.0,41.50909090909092,-0.8727272727272735,36.5,44.0,0.3734727272727274,-0.0049727272727272,0.3456,0.432,14.145454545454552,0.3090909090909085,15.8,20.0,19.000000000000018,0.3181818181818176,20.6,25.0,0.7518000000000001,0.0024272727272727,0.768,0.909,14.85454545454546,-0.718181818181819,10.8,17.0,33.545454545454554,-0.0454545454545458,33.4,41.0,48.400000000000006,-0.7636363636363641,44.2,53.0,24.545454545454557,0.1818181818181813,25.6,33.0,9.018181818181825,-0.2454545454545457,7.7,12.0,6.50909090909091,-0.3727272727272727,4.6,12.0,8.799999999999999,0.472727272727273,11.1,18.0,24.63636363636364,-0.4545454545454546,21.8,28.0,109.50909090909092,0.8090909090909139,114.1,127.0,5.000000000000001,-0.2727272727272731,4.0,23.0
7,2024-11-12,W,240.378787878788,-0.0454545454545472,240.0909090909091,242.0,37.772727272727295,0.2272727272727268,38.90909090909091,46.0,90.59090909090912,0.0244755244755231,91.36363636363636,111.0,0.4161818181818184,0.0031643356643356,0.4299090909090909,0.548,11.090909090909095,-0.0524475524475526,10.090909090909092,15.0,33.27272727272727,-0.0034965034965034,33.36363636363637,43.0,0.3148787878787882,0.0011853146853146,0.3007272727272727,0.429,21.075757575757585,-0.5244755244755246,17.636363636363637,25.0,27.196969696969703,-0.6328671328671323,23.363636363636363,32.0,0.7773030303030308,-0.0007132867132867,0.761090909090909,0.833,13.803030303030312,-0.0979020979020985,13.363636363636363,22.0,34.590909090909115,-0.6293706293706308,30.727272727272727,42.0,48.39393939393942,-0.7272727272727284,44.09090909090909,56.0,22.121212121212128,-0.1083916083916084,20.63636363636364,27.0,7.015151515151516,0.3181818181818184,8.636363636363637,11.0,6.893939393939396,-0.1888111888111888,5.545454545454546,11.0,15.136363636363642,0.0944055944055945,15.454545454545457,23.0,20.84848484848485,-0.2587412587412588,18.818181818181817,22.0,107.71212121212125,-0.1223776223776189,105.54545454545456,125.0,-6.772727272727272,-0.3426573426573431,-11.090909090909092,22.0,2024-11-12,L,239.20000000000007,0.1181818181818197,239.9,241.0,38.81818181818182,0.2727272727272728,40.8,51.0,83.20000000000003,0.1636363636363617,85.3,97.0,0.4666000000000001,0.0023999999999999,0.4784,0.548,16.636363636363637,-0.0909090909090911,16.4,22.0,42.01818181818182,-0.1545454545454548,41.7,50.0,0.3952727272727274,-0.0006818181818181,0.3932,0.487,18.181818181818187,-0.3181818181818188,15.8,20.0,25.10909090909092,-0.7454545454545467,20.4,27.0,0.7295636363636365,0.0119818181818181,0.7903,1.0,9.072727272727276,0.0181818181818182,9.7,16.0,33.81818181818184,-0.2727272727272737,32.6,39.0,42.89090909090909,-0.2545454545454541,42.3,49.0,25.618181818181824,0.0636363636363634,26.4,34.0,2.927272727272728,0.8000000000000003,7.2,13.0,3.254545454545454,0.2454545454545457,4.8,9.0,13.96363636363636,0.3545454545454549,15.6,20.0,20.45454545454546,-0.0909090909090911,19.7,24.0,112.4545454545455,0.1363636363636367,113.8,135.0,0.5272727272727268,0.5181818181818186,5.4,25.0
8,2024-11-15,L,250.1363636363638,-0.8671328671328716,244.9090909090909,265.0,44.06060606060608,-0.2657342657342663,42.18181818181818,54.0,87.66666666666669,-0.115384615384613,87.0,104.0,0.5031666666666668,-0.002576923076923,0.4840909090909091,0.568,9.106060606060613,0.4965034965034963,12.181818181818182,21.0,30.72727272727274,0.3496503496503496,32.81818181818182,46.0,0.2971818181818181,0.011048951048951,0.3661818181818182,0.462,20.56060606060607,-0.6118881118881125,17.272727272727273,24.0,28.530303030303035,-1.055944055944056,22.63636363636364,34.0,0.7118333333333337,0.0079999999999999,0.758909090909091,0.923,10.348484848484857,-0.3356643356643359,8.181818181818182,16.0,30.878787878787897,0.1468531468531467,31.90909090909091,41.0,41.22727272727274,-0.1888111888111886,40.09090909090909,57.0,31.181818181818187,-0.5279720279720271,27.727272727272727,35.0,7.893939393939396,-0.0349650349650349,7.636363636363637,10.0,5.636363636363639,-0.1748251748251748,4.545454545454546,8.0,15.121212121212125,-0.1853146853146853,13.363636363636363,19.0,26.93939393939396,-0.8111888111888124,22.272727272727277,28.0,117.7878787878788,-0.6468531468531442,113.8181818181818,135.0,-4.287878787878796,0.1083916083916092,-2.727272727272727,11.0,2024-11-15,W,237.52727272727287,0.8363636363636291,242.8,266.0,34.67272727272728,0.8727272727272728,39.4,47.0,84.92727272727274,0.6181818181818186,88.8,102.0,0.4094363636363636,0.0067454545454545,0.4432,0.489,13.50909090909091,0.2181818181818178,14.8,20.0,36.327272727272735,0.354545454545454,38.1,47.0,0.3747818181818182,0.0017636363636363,0.3882,0.465,20.200000000000006,-0.5636363636363642,16.6,22.0,28.36363636363637,-1.000000000000001,22.3,30.0,0.7072545454545457,0.0084727272727272,0.7513,0.95,12.636363636363642,-0.4090909090909098,10.8,21.0,33.10909090909091,-0.154545454545454,32.2,44.0,45.74545454545457,-0.563636363636365,43.0,65.0,26.36363636363637,-0.1363636363636362,25.4,33.0,5.272727272727274,0.863636363636364,9.9,14.0,5.981818181818183,-0.3000000000000001,4.5,9.0,10.581818181818184,0.190909090909091,11.9,22.0,17.527272727272727,-0.0272727272727273,17.9,22.0,103.05454545454548,1.399999999999998,110.2,122.0,-3.4363636363636387,0.6181818181818188,-1.0,20.0
9,2024-11-15,W,239.2527472527473,0.0901098901098862,240.0,242.0,38.37362637362638,-0.0593406593406602,38.23076923076923,45.0,87.13186813186816,-0.1318681318681331,86.76923076923077,96.0,0.4444505494505494,-0.0003934065934065,0.4419230769230769,0.523,14.41758241758242,-0.3318681318681322,12.0,18.0,41.57142857142856,-0.3428571428571421,39.15384615384615,49.0,0.3556373626373626,-0.0067516483516483,0.3056153846153846,0.5,21.28571428571429,-0.3142857142857146,18.923076923076923,28.0,30.000000000000007,-0.771428571428572,24.384615384615383,38.0,0.7036703296703298,0.0115296703296703,0.7844615384615385,0.9,10.219780219780224,0.0373626373626372,10.461538461538462,18.0,34.21978021978021,-0.1626373626373626,33.07692307692308,39.0,44.43956043956043,-0.1252747252747244,43.53846153846154,57.0,26.549450549450547,-0.3208791208791215,24.846153846153847,28.0,8.670329670329672,0.0439560439560437,8.846153846153847,12.0,6.142857142857142,0.0285714285714286,6.384615384615385,10.0,13.494505494505493,0.1054945054945053,14.076923076923077,19.0,20.36263736263736,-0.0769230769230768,19.692307692307693,25.0,112.45054945054945,-0.7648351648351618,107.3846153846154,121.0,-3.2967032967033005,1.0109890109890114,3.692307692307693,27.0,2024-11-15,L,245.04545454545465,-0.1608391608391579,244.45454545454547,265.0,38.0757575757576,-0.2167832167832171,37.36363636363637,42.0,90.469696969697,-0.7517482517482517,86.81818181818181,98.0,0.4214545454545456,0.0011993006993007,0.4316363636363636,0.548,10.424242424242422,0.2167832167832174,12.0,20.0,34.30303030303032,0.363636363636364,37.18181818181818,51.0,0.2944090909090911,0.0032832167832167,0.3150909090909091,0.413,26.01515151515153,-1.0279720279720288,19.454545454545453,40.0,36.28787878787881,-1.723776223776225,25.454545454545453,53.0,0.6911969696969699,0.0137132867132867,0.7733636363636364,0.958,14.560606060606071,-0.5734265734265738,11.272727272727272,20.0,26.48484848484851,0.3356643356643353,28.727272727272727,34.0,41.04545454545457,-0.237762237762238,40.0,54.0,17.984848484848495,0.4510489510489508,21.09090909090909,28.0,7.848484848484852,0.1258741258741257,8.545454545454545,11.0,4.000000000000002,-0.076923076923077,3.5454545454545454,6.0,13.712121212121216,-0.0069930069930073,13.454545454545457,20.0,28.12121212121213,-0.9545454545454553,21.818181818181817,32.0,112.59090909090914,-1.244755244755247,106.1818181818182,118.0,-8.15151515151515,-0.0279720279720282,-8.0,4.0
