"epoch,training mse,validation mse"
1,0.9414544701576233,0.9263384938240051
2,0.9296567440032959,0.915912389755249
3,0.9151168465614319,0.8994027972221375
4,0.8907290697097778,0.877677857875824
5,0.8562802076339722,0.8628343343734741
6,0.8229433298110962,0.8605658411979675
7,0.7954524755477905,0.8612109422683716
8,0.7701231241226196,0.8523956537246704
9,0.7427253723144531,0.8691460490226746
