"epoch,training mse,validation mse"
1,0.6125646233558655,0.6073876619338989
2,0.5956403017044067,0.6421036124229431
3,0.5855898857116699,0.6040802597999573
4,0.576551616191864,0.5998669862747192
5,0.5654600858688354,0.5924894213676453
6,0.5534626245498657,0.5915809273719788
7,0.5418857932090759,0.5873475670814514
8,0.5267307162284851,0.5998047590255737
