"epoch,training mse,validation mse"
1,0.5128273367881775,0.4912289083003998
2,0.4987729489803314,0.4943329989910126
3,0.4900265038013458,0.47474896907806396
4,0.47905901074409485,0.4699346125125885
5,0.46842607855796814,0.4677702486515045
6,0.4575686454772949,0.4715222418308258
7,0.4449688494205475,0.4594776928424835
8,0.4329226315021515,0.46206700801849365
9,0.42141193151474,0.4540700912475586
10,0.4099299907684326,0.458871454000473
11,0.3964458107948303,0.4770737290382385
