"epoch,training mse,validation mse"
1,0.7550116181373596,0.7545328736305237
2,0.7423689365386963,0.7533775568008423
3,0.7342796325683594,0.7422316074371338
4,0.7240460515022278,0.7339043617248535
5,0.7105741500854492,0.7371906638145447
6,0.6928136348724365,0.7264487147331238
7,0.6730148792266846,0.7172457575798035
8,0.653545618057251,0.7107311487197876
9,0.6347967982292175,0.7097453474998474
10,0.6138173341751099,0.722099244594574
