"epoch,training mse,validation mse"
1,0.6703349351882935,0.6438322067260742
2,0.6553637981414795,0.6407166123390198
3,0.6494895815849304,0.6383619904518127
4,0.6376183032989502,0.6326741576194763
5,0.6253067851066589,0.6326411962509155
6,0.611591100692749,0.6302589178085327
7,0.5961111783981323,0.6277985572814941
8,0.580329179763794,0.6238176822662354
9,0.5637568831443787,0.6232540011405945
10,0.5462813973426819,0.6397386789321899
