"epoch,training mse,validation mse"
1,0.7838060855865479,0.7762002348899841
2,0.7635233402252197,0.7368758320808411
3,0.741468608379364,0.7276374101638794
4,0.721267819404602,0.7185547351837158
5,0.6938759088516235,0.7232919335365295
6,0.6691224575042725,0.7190788984298706
7,0.643257200717926,0.6947832107543945
8,0.6178857684135437,0.6989980340003967
9,0.5943942070007324,0.700302004814148
