"epoch,training mse,validation mse"
1,0.7446783781051636,0.7142701745033264
2,0.7221764922142029,0.7022196054458618
3,0.7094186544418335,0.7168065309524536
4,0.6901701092720032,0.7119772434234619
5,0.6693986654281616,0.6956238150596619
6,0.6499543786048889,0.6873232126235962
7,0.6308364272117615,0.6987655758857727
