"epoch,training mse,validation mse"
1,0.5416921377182007,0.5256497263908386
2,0.525039553642273,0.5244577527046204
3,0.5166494846343994,0.5165547132492065
4,0.5071160197257996,0.5053254961967468
5,0.494742751121521,0.5057357549667358
6,0.483703076839447,0.4961409270763397
7,0.4698528051376343,0.49439185857772827
8,0.45591631531715393,0.48610806465148926
9,0.4405454695224762,0.4888812005519867
10,0.42612531781196594,0.5031473636627197
