"epoch,training mse,validation mse"
1,1.0107799768447876,0.9892042279243469
2,1.0012843608856201,0.9806099534034729
3,0.983554482460022,0.9662483334541321
4,0.9552178978919983,0.9507960677146912
5,0.9285801649093628,0.9456005692481995
6,0.9049678444862366,0.9408761262893677
7,0.876867413520813,0.9331734776496887
8,0.8485469818115234,0.9174204468727112
9,0.8201161026954651,0.9275750517845154
