"epoch,training mse,validation mse"
1,0.7491605877876282,0.7464101314544678
2,0.7276356816291809,0.7415034174919128
3,0.7127987742424011,0.7386335134506226
4,0.6930351257324219,0.71748286485672
5,0.6789112687110901,0.718227744102478
6,0.6620360016822815,0.7191818356513977
7,0.6453339457511902,0.7364997267723083
