"epoch,training mse,validation mse"
1,0.9659947156906128,0.9726047515869141
2,0.9578841924667358,0.9652745723724365
3,0.9479802846908569,0.947914183139801
4,0.9272989630699158,0.9271500110626221
5,0.9061713218688965,0.9162964224815369
6,0.8780675530433655,0.9177191257476807
7,0.8496339321136475,0.904062032699585
8,0.8151265382766724,0.9064723253250122
9,0.7829901576042175,0.9165168404579163
