"epoch,training mse,validation mse"
1,0.7873942852020264,0.7572460174560547
2,0.7734752893447876,0.7554476261138916
3,0.7634769082069397,0.7480037212371826
4,0.7524492144584656,0.7485015392303467
5,0.7349437475204468,0.7396981120109558
6,0.7160066962242126,0.7395975589752197
7,0.6953421235084534,0.7340811491012573
8,0.673121452331543,0.7262391448020935
9,0.6532163619995117,0.7316550016403198
