"epoch,training mse,validation mse"
1,0.6799967885017395,0.660014271736145
2,0.6559013724327087,0.6512807607650757
3,0.6391790509223938,0.6297854781150818
4,0.6172377467155457,0.6248827576637268
5,0.5975894927978516,0.6304536461830139
6,0.5788251757621765,0.6114897131919861
7,0.560434103012085,0.6111415028572083
8,0.5403268933296204,0.6241282224655151
