"epoch,training mse,validation mse"
1,0.6359756588935852,0.6203511357307434
2,0.6215406060218811,0.6173774003982544
3,0.611994743347168,0.6006646752357483
4,0.6011566519737244,0.5964090824127197
5,0.5888875722885132,0.5915958285331726
6,0.5739904642105103,0.5980846881866455
