iter	Passed	Remaining
429	1731	2295
430	1735	2291
431	1739	2287
432	1743	2283
433	1747	2279
434	1751	2275
435	1755	2271
436	1759	2266
437	1763	2262
438	1767	2258
439	1771	2254
440	1775	2250
441	1779	2246
442	1783	2242
443	1787	2238
444	1791	2234
445	1795	2229
446	1799	2225
447	1803	2221
448	1807	2217
449	1811	2213
450	1815	2209
451	1819	2205
452	1823	2202
453	1827	2197
454	1831	2193
455	1835	2189
456	1839	2185
457	1843	2181
458	1847	2177
459	1851	2173
460	1855	2169
461	1859	2165
462	1863	2161
463	1867	2156
464	1871	2152
465	1875	2148
466	1878	2144
467	1882	2140
468	1887	2136
469	1891	2132
470	1894	2128
471	1899	2124
472	1903	2120
473	1907	2116
474	1911	2112
475	1915	2108
476	1919	2104
477	1923	2100
478	1926	2095
479	1931	2091
480	1935	2087
481	1939	2083
482	1943	2079
483	1946	2075
484	1950	2071
485	1954	2067
486	1958	2063
487	1962	2059
488	1966	2055
489	1970	2051
490	1974	2046
491	1978	2042
492	1982	2038
493	1986	2034
494	1990	2030
495	1994	2026
496	1998	2022
497	2002	2018
498	2006	2014
499	2010	2010
500	2013	2005
501	2017	2001
502	2021	1997
503	2025	1993
504	2029	1989
505	2033	1985
506	2037	1981
507	2041	1977
508	2045	1973
509	2049	1969
510	2053	1965
511	2057	1961
512	2061	1956
513	2065	1952
514	2069	1948
515	2073	1944
516	2077	1940
517	2081	1936
518	2085	1932
519	2089	1928
520	2092	1924
521	2096	1920
522	2100	1915
523	2104	1911
524	2108	1907
525	2112	1903
526	2116	1899
527	2120	1895
528	2124	1891
529	2128	1887
530	2132	1883
531	2136	1879
532	2140	1875
533	2144	1871
534	2148	1867
535	2152	1863
536	2156	1858
537	2159	1854
538	2163	1850
539	2167	1846
540	2171	1842
541	2176	1838
542	2192	1845
543	2196	1841
544	2200	1837
545	2204	1832
546	2208	1828
547	2212	1824
548	2216	1820
549	2220	1816
550	2223	1812
551	2227	1808
552	2231	1804
553	2235	1800
554	2239	1795
555	2243	1791
556	2247	1787
557	2252	1783
558	2256	1779
559	2260	1775
560	2264	1771
561	2268	1767
562	2272	1763
563	2276	1759
564	2280	1755
565	2284	1751
566	2288	1747
567	2292	1743
568	2295	1739
569	2299	1735
570	2303	1730
571	2307	1726
572	2311	1722
573	2316	1718
574	2319	1714
575	2324	1710
576	2328	1706
577	2332	1702
578	2336	1698
579	2340	1694
580	2344	1690
581	2348	1686
582	2352	1682
583	2356	1678
584	2359	1674
585	2364	1670
586	2368	1666
587	2372	1662
588	2376	1658
589	2380	1654
590	2384	1650
591	2388	1646
592	2392	1642
593	2396	1638
594	2400	1633
595	2404	1629
596	2408	1625
597	2412	1621
598	2416	1617
599	2420	1613
600	2424	1609
601	2428	1605
602	2432	1601
603	2436	1597
604	2440	1593
605	2444	1589
606	2448	1585
607	2452	1581
608	2456	1577
609	2460	1572
610	2464	1568
611	2468	1564
612	2472	1560
613	2476	1557
614	2480	1553
615	2485	1549
616	2489	1545
617	2493	1541
618	2497	1537
619	2501	1532
620	2504	1528
621	2508	1524
622	2512	1520
623	2516	1516
624	2520	1512
625	2524	1508
626	2528	1504
627	2532	1500
628	2536	1496
629	2540	1492
630	2544	1488
631	2548	1483
632	2552	1479
633	2556	1475
634	2560	1471
635	2564	1467
636	2568	1463
637	2572	1459
638	2576	1455
639	2580	1451
640	2584	1447
641	2588	1443
642	2592	1439
643	2596	1435
644	2600	1431
645	2604	1427
646	2608	1422
647	2612	1419
648	2616	1414
649	2620	1410
650	2624	1406
651	2628	1402
652	2632	1398
653	2636	1394
654	2640	1390
655	2645	1387
656	2649	1383
657	2653	1379
658	2657	1374
659	2661	1370
660	2665	1366
661	2669	1362
662	2673	1358
663	2677	1354
664	2681	1350
665	2685	1346
666	2689	1342
667	2693	1338
668	2697	1334
669	2701	1330
670	2704	1326
671	2708	1322
672	2712	1318
673	2716	1314
674	2720	1310
675	2724	1305
676	2728	1302
677	2732	1297
678	2736	1293
679	2740	1289
680	2744	1285
681	2748	1281
682	2752	1277
683	2756	1273
684	2760	1269
685	2764	1265
686	2769	1261
687	2772	1257
688	2777	1253
689	2781	1249
690	2785	1245
691	2789	1241
692	2793	1237
693	2797	1233
694	2801	1229
695	2805	1225
696	2809	1221
697	2813	1217
698	2817	1213
699	2821	1209
700	2825	1205
701	2829	1201
702	2833	1196
703	2836	1192
704	2840	1188
705	2845	1184
706	2848	1180
707	2852	1176
708	2856	1172
709	2860	1168
710	2864	1164
711	2868	1160
712	2872	1156
713	2876	1152
714	2880	1148
715	2884	1144
716	2888	1140
717	2893	1136
718	2896	1132
719	2901	1128
720	2904	1124
721	2908	1119
722	2912	1115
723	2916	1111
724	2920	1107
725	2924	1103
726	2928	1099
727	2932	1095
728	2936	1091
729	2939	1087
730	2944	1083
731	2947	1079
732	2951	1075
733	2955	1071
734	2959	1067
735	2963	1063
736	2967	1059
737	2971	1054
738	2975	1050
739	2979	1046
740	2983	1042
741	2987	1038
742	2991	1034
743	2995	1030
744	2999	1026
745	3003	1022
746	3007	1018
747	3011	1014
748	3015	1010
749	3019	1006
750	3023	1002
751	3027	998
752	3031	994
753	3035	990
754	3039	986
755	3042	982
756	3046	978
757	3050	973
758	3054	969
759	3058	965
760	3062	961
761	3066	957
762	3070	953
763	3074	949
764	3078	945
765	3082	941
766	3086	937
767	3090	933
768	3094	929
769	3098	925
770	3102	921
771	3106	917
772	3110	913
773	3114	909
774	3118	905
775	3122	901
776	3126	897
777	3130	893
778	3133	889
779	3137	885
780	3141	881
781	3146	877
782	3149	872
783	3153	868
784	3157	864
785	3161	860
786	3165	856
787	3169	852
788	3173	848
789	3177	844
790	3181	840
791	3185	836
792	3189	832
793	3193	828
794	3197	824
795	3201	820
796	3205	816
797	3209	812
798	3213	808
799	3217	804
800	3221	800
801	3225	796
802	3229	792
803	3233	788
804	3236	784
805	3240	780
806	3244	776
807	3248	771
808	3252	767
809	3256	763
810	3260	759
811	3264	755
812	3269	751
813	3272	747
814	3276	743
815	3280	739
816	3284	735
817	3288	731
818	3292	727
819	3296	723
820	3300	719
821	3304	715
822	3308	711
823	3312	707
824	3316	703
825	3320	699
826	3324	695
827	3328	691
828	3332	687
829	3336	683
830	3339	679
831	3343	675
832	3347	671
833	3351	667
834	3355	663
835	3359	659
836	3363	655
837	3367	651
838	3371	647
839	3375	642
840	3379	638
841	3383	634
842	3387	630
843	3391	626
844	3395	622
845	3399	618
846	3403	614
847	3407	610
848	3410	606
849	3415	602
850	3419	598
851	3422	594
852	3426	590
853	3430	586
854	3434	582
855	3438	578
856	3442	574
857	3446	570
858	3450	566
859	3454	562
860	3459	558
861	3463	554
862	3467	550
863	3470	546
864	3474	542
865	3478	538
866	3482	534
867	3486	530
868	3490	526
869	3494	522
870	3498	518
871	3502	514
872	3507	510
873	3511	506
874	3515	502
875	3518	498
876	3522	494
877	3526	490
878	3530	486
879	3534	482
880	3538	477
881	3542	473
882	3546	469
883	3550	465
884	3554	461
885	3558	457
886	3562	453
887	3566	449
888	3570	445
889	3574	441
890	3578	437
891	3582	433
892	3585	429
893	3589	425
894	3593	421
895	3597	417
896	3601	413
897	3605	409
898	3609	405
899	3613	401
900	3617	397
901	3621	393
902	3625	389
903	3628	385
904	3633	381
905	3637	377
906	3640	373
907	3644	369
908	3648	365
909	3652	361
910	3656	357
911	3660	353
912	3664	349
913	3668	345
914	3672	341
915	3676	337
916	3680	333
917	3684	329
918	3688	325
919	3692	321
920	3696	317
921	3700	313
922	3703	308
923	3707	304
924	3712	300
925	3716	296
926	3719	292
927	3724	288
928	3728	284
929	3732	280
930	3736	276
931	3740	272
932	3744	268
933	3748	264
934	3752	260
935	3756	256
936	3760	252
937	3764	248
938	3767	244
939	3771	240
940	3775	236
941	3779	232
942	3783	228
943	3787	224
944	3791	220
945	3795	216
946	3799	212
947	3803	208
948	3807	204
949	3811	200
950	3815	196
951	3819	192
952	3823	188
953	3827	184
954	3831	180
955	3835	176
956	3839	172
957	3843	168
958	3848	164
959	3852	160
960	3856	156
961	3860	152
962	3864	148
963	3868	144
964	3871	140
965	3875	136
966	3879	132
967	3883	128
968	3887	124
969	3891	120
970	3895	116
971	3899	112
972	3903	108
973	3907	104
974	3911	100
975	3915	96
976	3919	92
977	3923	88
978	3927	84
979	3931	80
980	3935	76
981	3939	72
982	3943	68
983	3947	64
984	3951	60
985	3955	56
986	3959	52
987	3963	48
988	3967	44
989	3971	40
990	3975	36
991	3979	32
992	3983	28
993	3987	24
994	3991	20
995	3995	16
996	3999	12
997	4003	8
998	4007	4
999	4011	0
